apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
5.81,0.63,7.21,0.96,partly-cloudy-night,314.18,0.0076,0.3,rain,993.96,Mostly Cloudy,7.77,1507680000,0,9.72,68,11.99,10.93
5.98,0.7,7.19,0.96,partly-cloudy-night,314.63,0.0076,0.27,rain,993.88,Mostly Cloudy,7.78,1507681200,0,9.24,65,10.77,10.06
6.16,0.76,7.18,0.96,partly-cloudy-night,315.07,0.0051,0.24,rain,993.8,Mostly Cloudy,7.78,1507682400,0,8.74,62,9.53,9.22
6.43,0.82,7.18,0.96,partly-cloudy-night,315.52,0.0076,0.3,rain,993.75,Mostly Cloudy,7.77,1507683600,0,8.69,55,8.3,7.89
6.28,0.83,7.13,0.96,partly-cloudy-night,315.98,0.0051,0.27,rain,993.75,Mostly Cloudy,7.72,1507684800,0,8.64,45,7.77,8.29
6.08,0.85,7.08,0.96,partly-cloudy-night,316.44,0.0051,0.24,rain,993.75,Mostly Cloudy,7.67,1507686000,0,8.61,36,7.24,8.92
5.85,0.85,7.0,0.96,partly-cloudy-night,316.9,0.0051,0.3,rain,993.78,Mostly Cloudy,7.55,1507687200,0,8.92,30,6.71,9.35
5.51,0.87,6.93,0.96,partly-cloudy-night,317.33,0.0051,0.27,rain,993.76,Mostly Cloudy,7.48,1507688400,0,8.82,25,7.5,10.69
5.18,0.9,6.86,0.96,partly-cloudy-night,317.77,0.0051,0.23,rain,993.75,Mostly Cloudy,7.41,1507689600,0,8.71,21,8.29,12.07
4.96,0.9,6.79,0.96,partly-cloudy-night,318.2,0.0051,0.3,rain,993.79,Mostly Cloudy,7.32,1507690800,0,8.95,19,9.09,12.75
4.85,0.91,6.72,0.96,partly-cloudy-night,318.61,0.0051,0.2,rain,993.86,Mostly Cloudy,7.28,1507692000,0,10.35,17,9.24,13.13
4.73,0.92,6.65,0.96,partly-cloudy-night,319.03,0.0025,0.1,rain,993.93,Mostly Cloudy,7.24,1507693200,0,11.76,16,9.4,13.53
4.73,0.9,6.58,0.96,partly-cloudy-night,319.45,0.0,0.0,,994.04,Mostly Cloudy,7.15,1507694400,0,12.12,16,9.56,12.84
4.5,0.84,6.44,0.96,partly-cloudy-night,319.85,0.0,0.0,,994.14,Mostly Cloudy,7.03,1507695600,0,11.93,14,11.17,13.39
4.27,0.78,6.31,0.96,partly-cloudy-night,320.24,0.0,0.0,,994.23,Mostly Cloudy,6.91,1507696800,0,11.73,13,12.78,13.95
4.18,0.66,6.19,0.96,partly-cloudy-day,320.63,0.0,0.0,,994.36,Mostly Cloudy,6.76,1507698000,0,11.14,12,14.39,13.41
4.09,0.67,6.16,0.96,partly-cloudy-day,322.63,0.0838,0.06,rain,994.53,Mostly Cloudy,6.76,1507699200,0,10.46,5,14.44,13.89
3.99,0.68,6.12,0.96,partly-cloudy-day,324.62,0.1651,0.11,rain,994.7,Mostly Cloudy,6.75,1507700400,0,9.77,359,14.47,14.55
4.0,0.64,6.1,0.96,partly-cloudy-day,326.61,0.188,0.12,rain,994.87,Mostly Cloudy,6.71,1507701600,0,9.3,352,14.52,14.16
4.03,0.66,6.14,0.96,partly-cloudy-day,326.9,0.1245,0.08,rain,995.03,Mostly Cloudy,6.77,1507702800,0,10.53,350,15.64,14.4
4.07,0.68,6.19,0.96,partly-cloudy-day,327.2,0.0635,0.04,rain,995.19,Mostly Cloudy,6.83,1507704000,0,11.76,347,16.75,14.68
4.26,0.65,6.32,0.96,partly-cloudy-day,327.5,0.0,0.0,,995.37,Mostly Cloudy,6.92,1507705200,0,12.25,346,17.88,14.1
4.33,0.69,6.35,0.96,partly-cloudy-day,327.53,0.0,0.0,,995.6,Mostly Cloudy,7.0,1507706400,0,12.39,346,17.43,14.26
4.41,0.74,6.39,0.95,partly-cloudy-day,327.56,0.0,0.0,,995.83,Mostly Cloudy,7.08,1507707600,0,12.54,346,16.96,14.44
4.57,0.69,6.45,0.96,partly-cloudy-day,327.59,0.0,0.0,,996.06,Mostly Cloudy,7.12,1507708800,1,12.02,345,16.5,13.68
4.61,0.7,6.43,0.95,partly-cloudy-day,327.66,0.0,0.0,,996.31,Mostly Cloudy,7.14,1507710000,1,11.25,345,16.45,13.65
4.64,0.72,6.4,0.95,partly-cloudy-day,327.73,0.0,0.0,,996.55,Mostly Cloudy,7.17,1507711200,1,10.48,345,16.38,13.63
4.73,0.67,6.36,0.95,partly-cloudy-day,327.8,0.0,0.0,,996.79,Mostly Cloudy,7.14,1507712400,1,8.27,346,16.32,12.84
4.76,0.7,6.41,0.94,partly-cloudy-day,328.0,0.0,0.0,,997.01,Mostly Cloudy,7.24,1507713600,1,9.27,344,17.19,13.39
4.79,0.73,6.47,0.94,partly-cloudy-day,328.2,0.0,0.0,,997.24,Mostly Cloudy,7.33,1507714800,1,10.27,342,18.06,13.95
5.03,0.68,6.68,0.95,partly-cloudy-day,328.4,0.0,0.0,,997.45,Mostly Cloudy,7.49,1507716000,1,10.96,340,18.93,13.66
5.1,0.69,6.63,0.93,partly-cloudy-day,328.64,0.0,0.0,,997.68,Mostly Cloudy,7.66,1507717200,1,11.99,337,18.93,14.56
5.17,0.71,6.58,0.92,partly-cloudy-day,328.88,0.0,0.0,,997.91,Mostly Cloudy,7.82,1507718400,1,13.02,334,18.91,15.5
5.43,0.62,6.6,0.91,partly-cloudy-day,329.13,0.0,0.0,,998.12,Mostly Cloudy,8.0,1507719600,1,13.05,331,18.91,15.24
5.37,0.64,6.5,0.9,partly-cloudy-day,328.74,0.0,0.0,,998.39,Mostly Cloudy,8.0,1507720800,1,13.24,328,18.27,15.69
5.31,0.65,6.41,0.9,partly-cloudy-day,328.36,0.0,0.0,,998.66,Mostly Cloudy,7.99,1507722000,1,13.45,325,17.61,16.17
5.5,0.58,6.31,0.89,partly-cloudy-day,327.97,0.0,0.0,,998.91,Partly Cloudy,8.08,1507723200,1,12.75,322,16.96,15.48
5.6,0.6,6.19,0.87,partly-cloudy-day,327.87,0.0,0.0,,999.13,Mostly Cloudy,8.16,1507724400,1,13.08,324,16.24,15.45
5.7,0.61,6.06,0.86,partly-cloudy-day,327.77,0.0,0.0,,999.36,Mostly Cloudy,8.24,1507725600,0,13.44,326,15.53,15.42
6.01,0.55,5.97,0.85,partly-cloudy-day,327.68,0.0,0.0,,999.58,Partly Cloudy,8.32,1507726800,0,12.84,327,14.81,13.89
5.9,0.59,6.07,0.86,partly-cloudy-day,327.47,0.0,0.0,,999.85,Partly Cloudy,8.23,1507728000,0,13.18,324,14.27,13.9
5.78,0.63,6.17,0.87,partly-cloudy-day,327.27,0.0,0.0,,1000.12,Mostly Cloudy,8.14,1507729200,0,13.52,321,13.74,13.95
5.97,0.61,6.36,0.89,partly-cloudy-day,327.07,0.0,0.0,,1000.39,Mostly Cloudy,8.13,1507730400,0,12.91,316,13.21,12.59
5.9,0.61,6.41,0.89,partly-cloudy-day,326.46,0.0,0.0,,1000.66,Mostly Cloudy,8.11,1507731600,0,13.23,316,11.64,12.86
5.84,0.61,6.44,0.89,partly-cloudy-day,325.84,0.0,0.0,,1000.92,Mostly Cloudy,8.09,1507732800,0,13.55,315,10.04,13.13
6.06,0.55,6.68,0.91,partly-cloudy-day,325.23,0.0,0.0,,1001.18,Partly Cloudy,8.14,1507734000,0,12.91,312,8.47,12.12
5.7,0.61,6.63,0.91,partly-cloudy-night,323.97,0.0,0.0,,1001.41,Mostly Cloudy,8.02,1507735200,0,13.08,310,10.41,13.44
5.36,0.67,6.58,0.91,partly-cloudy-night,322.71,0.0,0.0,,1001.64,Mostly Cloudy,7.89,1507736400,0,13.26,307,12.38,14.81
5.29,0.63,6.76,0.93,partly-cloudy-night,321.45,0.0,0.0,,1001.86,Mostly Cloudy,7.85,1507737600,0,12.59,307,14.32,14.85
5.29,0.63,6.65,0.93,partly-cloudy-night,319.79,0.0,0.0,,1002.13,Mostly Cloudy,7.79,1507738800,0,12.68,308,13.6,14.31
5.3,0.63,6.54,0.92,partly-cloudy-night,318.13,0.0,0.0,,1002.4,Mostly Cloudy,7.72,1507740000,0,12.78,310,12.87,13.74
5.44,0.55,6.63,0.93,partly-cloudy-night,316.47,0.0,0.0,,1002.61,Partly Cloudy,7.67,1507741200,0,12.15,310,12.17,12.38
5.32,0.57,6.51,0.93,partly-cloudy-night,314.85,0.0,0.0,,1002.8,Partly Cloudy,7.57,1507742400,0,12.73,309,11.64,12.34
5.21,0.6,6.39,0.93,partly-cloudy-night,313.24,0.0,0.0,,1002.98,Mostly Cloudy,7.46,1507743600,0,13.29,308,11.1,12.33
5.3,0.54,6.5,0.94,partly-cloudy-night,311.62,0.0,0.0,,1003.15,Partly Cloudy,7.44,1507744800,0,12.91,305,10.57,11.6
5.09,0.49,6.28,0.93,partly-cloudy-night,310.33,0.0,0.0,,1003.3,Partly Cloudy,7.29,1507746000,0,13.23,304,10.28,11.72
4.89,0.45,6.06,0.93,partly-cloudy-night,309.04,0.0,0.0,,1003.46,Partly Cloudy,7.13,1507747200,0,13.55,303,9.99,11.83
4.8,0.36,6.02,0.94,partly-cloudy-night,307.75,0.0,0.0,,1003.6,Partly Cloudy,6.99,1507748400,0,12.91,301,9.69,11.33
4.36,0.28,5.74,0.94,partly-cloudy-night,306.57,0.0,0.0,,1003.71,Partly Cloudy,6.58,1507749600,0,13.23,301,9.4,11.1
3.91,0.19,5.47,0.95,clear-night,305.38,0.0,0.0,,1003.82,Clear,6.18,1507750800,0,13.55,300,9.09,10.88
3.67,0.12,5.33,0.97,clear-night,304.2,0.0,0.0,,1003.93,Clear,5.82,1507752000,0,12.91,296,8.8,9.91
3.52,0.23,5.07,0.96,clear-night,303.14,0.0,0.0,,1004.03,Clear,5.62,1507753200,0,13.08,295,8.48,9.48
3.38,0.33,4.79,0.96,partly-cloudy-night,302.08,0.0,0.0,,1004.12,Partly Cloudy,5.42,1507754400,0,13.28,295,8.16,9.06
3.42,0.36,4.64,0.96,partly-cloudy-night,301.03,0.0,0.0,,1004.22,Partly Cloudy,5.27,1507755600,0,12.6,291,7.84,8.19
3.09,0.26,4.46,0.96,partly-cloudy-night,300.06,0.0,0.0,,1004.32,Partly Cloudy,5.01,1507756800,0,12.78,291,7.5,8.29
2.76,0.15,4.27,0.97,clear-night,299.1,0.0,0.0,,1004.42,Clear,4.75,1507758000,0,12.96,291,7.15,8.4
2.56,0.06,4.11,0.98,clear-night,298.14,0.0,0.0,,1004.52,Clear,4.46,1507759200,0,12.34,288,6.79,7.87
2.35,0.05,3.96,0.98,clear-night,297.33,0.0,0.0,,1004.54,Clear,4.31,1507760400,0,12.3,292,6.44,7.95
2.14,0.05,3.79,0.98,clear-night,296.51,0.0,0.0,,1004.57,Clear,4.15,1507761600,0,12.25,295,6.07,8.06
2.05,0.05,3.66,0.98,clear-night,295.7,0.0,0.0,,1004.63,Clear,3.98,1507762800,0,11.64,296,5.71,7.64
1.95,0.09,3.42,0.97,clear-night,295.26,0.0,0.0,,1004.62,Clear,3.83,1507764000,0,10.3,295,5.29,7.39
1.85,0.13,3.18,0.96,clear-night,294.82,0.0,0.0,,1004.62,Clear,3.68,1507765200,0,8.95,294,4.89,7.13
1.91,0.13,2.89,0.96,clear-night,294.38,0.0,0.0,,1004.6,Clear,3.46,1507766400,0,6.05,292,4.47,6.18
1.84,0.16,2.87,0.97,clear-night,294.01,0.0,0.0,,1004.59,Clear,3.33,1507767600,0,6.34,298,4.18,5.95
1.76,0.18,2.84,0.97,clear-night,293.63,0.0,0.0,,1004.59,Clear,3.21,1507768800,0,6.63,304,3.88,5.79
1.87,0.22,2.78,0.98,clear-night,293.26,0.0,0.0,,1004.56,Clear,3.03,1507770000,0,5.41,308,3.59,4.97
2.81,0.21,2.58,0.98,clear-night,293.03,0.0,0.0,,1004.54,Clear,2.81,1507771200,0,5.83,307,3.3,4.35
2.59,0.19,2.38,0.98,clear-night,292.8,0.0,0.0,,1004.53,Clear,2.59,1507772400,0,6.26,305,3.01,3.72
2.26,0.26,2.06,0.99,partly-cloudy-night,292.57,0.0,0.0,,1004.48,Partly Cloudy,2.26,1507773600,0,5.46,299,2.72,2.72
2.23,0.29,1.97,0.98,partly-cloudy-night,292.32,0.0,0.0,,1004.39,Partly Cloudy,2.23,1507774800,0,5.71,309,2.53,2.48
2.19,0.32,1.88,0.98,partly-cloudy-night,292.08,0.0,0.0,,1004.3,Partly Cloudy,2.19,1507776000,0,5.97,321,2.33,2.33
2.03,0.31,1.71,0.98,partly-cloudy-night,291.83,0.0,0.0,,1004.21,Partly Cloudy,2.03,1507777200,0,5.02,337,2.14,2.0
1.95,0.31,1.67,0.98,partly-cloudy-night,291.5,0.0,0.0,,1004.18,Partly Cloudy,1.95,1507778400,0,5.42,340,2.11,2.25
1.88,0.32,1.63,0.98,partly-cloudy-night,291.17,0.0,0.0,,1004.15,Partly Cloudy,1.88,1507779600,0,5.83,343,2.06,2.53
1.61,0.32,1.41,0.99,partly-cloudy-night,290.83,0.0,0.0,,1004.09,Partly Cloudy,1.61,1507780800,0,4.76,353,2.01,2.61
1.78,0.48,1.51,0.98,partly-cloudy-night,290.49,0.0,0.0,,1004.0,Partly Cloudy,1.78,1507782000,0,5.65,9,2.22,2.35
1.95,0.65,1.62,0.98,partly-cloudy-night,290.16,0.0,0.0,,1003.91,Mostly Cloudy,1.95,1507783200,0,6.53,27,2.41,2.3
1.79,0.84,1.44,0.97,partly-cloudy-day,289.82,0.0,0.0,,1003.81,Mostly Cloudy,1.79,1507784400,0,5.79,40,2.61,2.37
2.25,0.68,1.91,0.98,partly-cloudy-day,289.32,0.0,0.0,,1003.72,Mostly Cloudy,2.25,1507785600,0,7.61,53,2.24,2.32
2.71,0.52,2.37,0.98,partly-cloudy-day,288.83,0.0,0.0,,1003.63,Partly Cloudy,2.71,1507786800,0,9.45,65,1.87,2.38
2.96,0.37,2.66,0.98,partly-cloudy-day,288.34,0.0,0.0,,1003.54,Partly Cloudy,2.96,1507788000,0,9.46,74,1.5,2.29
3.3,0.45,3.02,0.98,partly-cloudy-day,288.03,0.0,0.0,,1003.47,Partly Cloudy,3.3,1507789200,0,10.73,77,1.71,2.53
3.64,0.53,3.38,0.98,partly-cloudy-day,287.73,0.0,0.0,,1003.4,Partly Cloudy,3.64,1507790400,0,12.02,80,1.92,2.77
3.69,0.54,3.45,0.98,partly-cloudy-day,287.42,0.0,0.0,,1003.3,Partly Cloudy,3.69,1507791600,0,12.49,78,2.12,2.77
4.29,0.57,3.92,0.97,partly-cloudy-day,287.15,0.0,0.0,,1003.15,Partly Cloudy,4.29,1507792800,1,12.87,85,2.59,3.51
4.88,0.59,4.38,0.97,partly-cloudy-day,286.89,0.0,0.0,,1003.0,Partly Cloudy,4.88,1507794000,1,13.28,89,3.06,4.3
5.37,0.55,4.79,0.96,partly-cloudy-day,286.62,0.0,0.0,,1002.83,Partly Cloudy,5.37,1507795200,1,12.76,89,3.52,4.54
4.74,0.6,5.16,0.96,partly-cloudy-day,286.32,0.0,0.0,,1002.65,Mostly Cloudy,5.79,1507796400,1,13.05,94,5.57,5.75
4.86,0.64,5.53,0.95,partly-cloudy-day,286.02,0.0,0.0,,1002.48,Mostly Cloudy,6.23,1507797600,1,13.33,98,7.63,6.97
5.17,0.61,5.94,0.96,partly-cloudy-day,285.72,0.0,0.0,,1002.3,Mostly Cloudy,6.6,1507798800,1,12.71,97,9.67,7.42
5.63,0.62,6.28,0.95,partly-cloudy-day,285.33,0.0,0.0,,1002.1,Mostly Cloudy,7.01,1507800000,1,13.1,105,9.78,7.48
6.06,0.63,6.63,0.95,partly-cloudy-day,284.94,0.0,0.0,,1001.91,Mostly Cloudy,7.42,1507801200,1,13.49,113,9.9,7.71
6.43,0.58,6.96,0.95,partly-cloudy-day,284.54,0.0,0.0,,1001.7,Partly Cloudy,7.71,1507802400,1,12.91,115,9.99,7.55
6.39,0.65,7.06,0.95,partly-cloudy-day,284.11,0.0,0.0,,1001.49,Mostly Cloudy,7.79,1507803600,1,12.94,122,9.75,8.16
6.34,0.72,7.17,0.95,partly-cloudy-day,283.68,0.0,0.0,,1001.28,Mostly Cloudy,7.88,1507804800,1,12.99,128,9.51,8.87
6.45,0.71,7.27,0.96,partly-cloudy-day,283.24,0.0,0.0,,1001.03,Mostly Cloudy,7.9,1507806000,1,12.28,126,9.27,8.45
6.34,0.7,7.33,0.96,partly-cloudy-day,283.36,0.0,0.0,,1000.83,Mostly Cloudy,7.99,1507807200,1,12.76,129,10.67,9.54
6.24,0.7,7.4,0.95,partly-cloudy-day,283.48,0.0,0.0,,1000.63,Mostly Cloudy,8.09,1507808400,1,13.24,132,12.09,10.67
6.4,0.63,7.49,0.96,partly-cloudy-day,283.6,0.0025,0.01,rain,1000.41,Mostly Cloudy,8.14,1507809600,1,12.81,126,13.49,10.17
6.28,0.69,7.47,0.95,partly-cloudy-day,283.59,0.0,0.0,,1000.14,Mostly Cloudy,8.16,1507810800,1,13.1,124,13.5,10.91
6.17,0.75,7.43,0.95,partly-cloudy-day,283.58,0.0,0.0,,999.88,Mostly Cloudy,8.17,1507812000,0,13.39,122,13.5,11.65
6.24,0.81,7.44,0.95,partly-cloudy-day,283.57,0.0051,0.01,rain,999.61,Mostly Cloudy,8.13,1507813200,0,12.76,116,13.52,10.96
6.06,0.78,7.47,0.95,partly-cloudy-day,283.66,0.0,0.0,,999.36,Mostly Cloudy,8.21,1507814400,0,12.99,116,15.55,12.62
5.9,0.74,7.49,0.95,partly-cloudy-day,283.74,0.0,0.0,,999.12,Mostly Cloudy,8.27,1507815600,0,13.21,117,17.56,14.26
6.06,0.65,7.61,0.95,partly-cloudy-day,283.83,0.0076,0.01,rain,998.85,Mostly Cloudy,8.34,1507816800,0,12.59,114,19.59,13.78
5.86,0.65,7.59,0.95,partly-cloudy-day,283.96,0.0076,0.01,rain,998.54,Mostly Cloudy,8.34,1507818000,0,11.64,114,20.02,15.22
5.67,0.66,7.57,0.95,partly-cloudy-day,284.1,0.0,0.0,,998.23,Mostly Cloudy,8.34,1507819200,0,10.7,114,20.44,16.67
5.73,0.59,7.64,0.95,partly-cloudy-day,284.24,0.0076,0.01,rain,997.93,Partly Cloudy,8.34,1507820400,0,9.33,111,20.87,16.21
5.59,0.63,7.68,0.96,partly-cloudy-night,284.41,0.0076,0.01,rain,997.64,Mostly Cloudy,8.35,1507821600,0,9.48,111,20.97,17.45
5.46,0.67,7.71,0.96,partly-cloudy-night,284.59,0.0,0.0,,997.36,Mostly Cloudy,8.36,1507822800,0,9.64,110,21.07,18.68
5.57,0.63,7.78,0.96,partly-cloudy-night,284.77,0.0102,0.01,rain,997.07,Mostly Cloudy,8.36,1507824000,0,9.35,106,21.16,17.72
5.58,0.69,7.81,0.96,partly-cloudy-night,284.96,0.0076,0.01,rain,996.72,Mostly Cloudy,8.43,1507825200,0,8.93,106,21.55,18.46
5.58,0.75,7.84,0.96,partly-cloudy-night,285.15,0.0,0.0,,996.37,Mostly Cloudy,8.5,1507826400,0,8.51,107,21.94,19.2
5.7,0.81,7.9,0.96,partly-cloudy-night,285.35,0.0102,0.01,rain,996.05,Mostly Cloudy,8.53,1507827600,0,8.08,103,22.31,18.49
5.69,0.83,7.97,0.96,partly-cloudy-night,286.62,0.0914,0.06,rain,995.75,Mostly Cloudy,8.59,1507828800,0,8.69,104,20.87,19.17
5.69,0.84,8.04,0.96,partly-cloudy-night,287.9,0.1727,0.11,rain,995.45,Mostly Cloudy,8.64,1507830000,0,9.3,105,19.44,19.86
5.83,0.85,8.11,0.96,partly-cloudy-night,289.18,0.1956,0.13,rain,995.22,Mostly Cloudy,8.65,1507831200,0,9.43,105,18.01,18.6
5.82,0.84,8.18,0.97,partly-cloudy-night,289.41,0.1321,0.09,rain,994.96,Mostly Cloudy,8.68,1507832400,0,8.42,103,18.89,19.12
5.79,0.83,8.25,0.97,partly-cloudy-night,289.65,0.0686,0.05,rain,994.69,Mostly Cloudy,8.71,1507833600,0,7.4,101,19.78,19.65
5.99,0.83,8.38,0.98,partly-cloudy-night,289.89,0.0102,0.01,rain,994.52,Mostly Cloudy,8.75,1507834800,0,6.53,98,20.68,18.3
5.97,0.82,8.38,0.97,partly-cloudy-night,289.96,0.0076,0.01,rain,994.34,Mostly Cloudy,8.79,1507836000,0,6.12,96,19.89,19.01
5.94,0.81,8.38,0.97,partly-cloudy-night,290.03,0.0,0.0,,994.17,Mostly Cloudy,8.83,1507837200,0,5.71,94,19.1,19.73
6.07,0.81,8.42,0.97,partly-cloudy-night,290.09,0.0076,0.01,rain,994.07,Mostly Cloudy,8.85,1507838400,0,5.71,91,18.31,18.78
6.08,0.83,8.44,0.97,partly-cloudy-night,290.08,0.0076,0.01,rain,993.93,Mostly Cloudy,8.87,1507839600,0,5.65,89,17.19,18.86
6.09,0.84,8.47,0.97,partly-cloudy-night,290.07,0.0,0.0,,993.79,Mostly Cloudy,8.88,1507840800,0,5.57,87,16.06,18.96
6.26,0.85,8.51,0.98,partly-cloudy-night,290.06,0.0076,0.01,rain,993.75,Mostly Cloudy,8.87,1507842000,0,5.86,84,14.93,17.3
6.18,0.85,8.5,0.97,partly-cloudy-night,289.95,0.0051,0.01,rain,993.7,Mostly Cloudy,8.88,1507843200,0,5.49,82,15.4,18.11
6.09,0.86,8.5,0.97,partly-cloudy-night,289.85,0.0,0.0,,993.66,Mostly Cloudy,8.89,1507844400,0,5.1,80,15.85,18.94
6.17,0.85,8.51,0.98,partly-cloudy-night,289.74,0.0076,0.01,rain,993.73,Mostly Cloudy,8.87,1507845600,0,4.78,76,16.3,17.99
6.18,0.86,8.47,0.97,partly-cloudy-night,289.5,0.0,0.0,,993.77,Mostly Cloudy,8.88,1507846800,0,5.39,73,16.59,17.99
6.19,0.86,8.43,0.97,partly-cloudy-night,289.26,0.0,0.0,,993.82,Mostly Cloudy,8.88,1507848000,0,5.99,70,16.88,18.02
6.32,0.85,8.44,0.97,partly-cloudy-night,289.02,0.0076,0.01,rain,993.99,Mostly Cloudy,8.87,1507849200,0,6.94,64,17.17,16.74
6.25,0.85,8.38,0.97,partly-cloudy-night,288.96,0.0,0.0,,994.1,Mostly Cloudy,8.82,1507850400,0,6.58,61,20.0,16.82
6.18,0.86,8.32,0.97,partly-cloudy-night,288.9,0.0,0.0,,994.21,Mostly Cloudy,8.78,1507851600,0,6.23,58,22.84,16.93
6.19,0.85,8.25,0.97,partly-cloudy-night,288.84,0.0076,0.01,rain,994.4,Mostly Cloudy,8.72,1507852800,0,6.16,52,25.67,16.27
5.84,0.85,8.06,0.97,partly-cloudy-night,288.6,0.0,0.0,,994.66,Mostly Cloudy,8.52,1507854000,0,6.45,49,23.93,17.12
5.5,0.86,7.86,0.97,partly-cloudy-night,288.36,0.0,0.0,,994.93,Mostly Cloudy,8.33,1507855200,0,6.74,47,22.19,17.99
5.17,0.85,7.63,0.97,partly-cloudy-night,288.12,0.0,0.0,,995.23,Mostly Cloudy,8.04,1507856400,0,7.29,44,20.47,17.8
4.93,0.86,7.46,0.97,partly-cloudy-night,287.8,0.0,0.0,,995.57,Mostly Cloudy,7.93,1507857600,0,8.82,43,22.19,18.62
4.69,0.86,7.28,0.96,partly-cloudy-night,287.48,0.0,0.0,,995.91,Mostly Cloudy,7.82,1507858800,0,10.33,43,23.93,19.46
4.54,0.85,7.07,0.96,partly-cloudy-night,287.17,0.0,0.0,,996.26,Mostly Cloudy,7.64,1507860000,0,11.39,42,25.65,18.85
4.35,0.85,6.91,0.96,partly-cloudy-night,286.82,0.0,0.0,,996.68,Mostly Cloudy,7.51,1507861200,0,11.86,38,25.28,19.02
4.16,0.86,6.75,0.96,partly-cloudy-night,286.47,0.0,0.0,,997.1,Mostly Cloudy,7.37,1507862400,0,12.31,36,24.9,19.25
4.03,0.85,6.58,0.96,partly-cloudy-night,286.12,0.0,0.0,,997.5,Mostly Cloudy,7.18,1507863600,0,12.07,31,24.51,18.23
3.93,0.84,6.51,0.96,partly-cloudy-night,285.75,0.0,0.0,,997.95,Mostly Cloudy,7.12,1507864800,0,12.59,30,23.3,18.46
3.82,0.83,6.44,0.96,partly-cloudy-night,285.38,0.0,0.0,,998.41,Mostly Cloudy,7.05,1507866000,0,13.1,28,22.1,18.72
3.87,0.83,6.41,0.96,partly-cloudy-night,285.0,0.0,0.0,,998.83,Mostly Cloudy,6.99,1507867200,0,12.71,26,20.89,17.69
3.81,0.78,6.35,0.96,partly-cloudy-night,284.63,0.0,0.0,,999.3,Mostly Cloudy,6.96,1507868400,0,13.1,25,20.12,17.83
3.76,0.74,6.29,0.96,partly-cloudy-night,284.25,0.0,0.0,,999.77,Mostly Cloudy,6.94,1507869600,0,13.49,23,19.34,17.99
3.96,0.62,6.31,0.96,partly-cloudy-night,283.87,0.0,0.0,,1000.22,Mostly Cloudy,6.93,1507870800,0,12.91,19,18.57,16.42
3.91,0.64,6.22,0.95,partly-cloudy-day,283.33,0.0,0.0,,1000.74,Mostly Cloudy,6.96,1507872000,0,13.23,19,19.14,16.98
3.86,0.67,6.14,0.94,partly-cloudy-day,282.79,0.0,0.0,,1001.26,Mostly Cloudy,6.97,1507873200,0,13.55,18,19.7,17.54
4.03,0.62,6.12,0.94,partly-cloudy-day,282.24,0.0,0.0,,1001.75,Mostly Cloudy,6.99,1507874400,0,12.91,15,20.25,16.4
4.08,0.63,6.13,0.94,partly-cloudy-day,281.9,0.0,0.0,,1002.19,Mostly Cloudy,7.04,1507875600,0,13.23,14,19.63,16.5
4.13,0.64,6.14,0.94,partly-cloudy-day,281.57,0.0,0.0,,1002.63,Mostly Cloudy,7.09,1507876800,0,13.55,13,19.01,16.58
4.37,0.58,6.23,0.94,partly-cloudy-day,281.23,0.0,0.0,,1003.03,Partly Cloudy,7.1,1507878000,0,12.91,10,18.38,14.92
4.4,0.61,6.07,0.92,partly-cloudy-day,280.9,0.0,0.0,,1003.51,Mostly Cloudy,7.26,1507879200,0,13.23,9,18.27,16.14
4.44,0.64,5.9,0.9,partly-cloudy-day,280.57,0.0,0.0,,1003.99,Mostly Cloudy,7.42,1507880400,1,13.55,7,18.17,17.35
4.72,0.62,5.82,0.89,partly-cloudy-day,280.23,0.0,0.0,,1004.4,Mostly Cloudy,7.57,1507881600,1,12.91,5,18.06,16.66
4.95,0.61,5.84,0.88,partly-cloudy-day,279.92,0.0,0.0,,1004.77,Mostly Cloudy,7.75,1507882800,1,13.23,6,19.3,16.56
5.18,0.6,5.86,0.87,partly-cloudy-day,279.6,0.0,0.0,,1005.15,Mostly Cloudy,7.92,1507884000,1,13.55,6,20.52,16.45
5.62,0.64,5.93,0.86,partly-cloudy-day,279.28,0.0,0.0,,1005.49,Mostly Cloudy,8.14,1507885200,1,12.91,5,21.76,15.13
5.8,0.5,5.76,0.83,partly-cloudy-day,279.0,0.0,0.0,,1005.84,Partly Cloudy,8.43,1507886400,1,13.23,5,21.6,16.53
6.0,0.37,5.57,0.81,partly-cloudy-day,278.72,0.0,0.0,,1006.2,Partly Cloudy,8.72,1507887600,1,13.55,4,21.45,17.93
6.44,0.29,5.39,0.78,partly-cloudy-day,278.43,0.0,0.0,,1006.53,Partly Cloudy,9.06,1507888800,1,12.91,2,21.29,17.64
6.62,0.3,4.97,0.75,partly-cloudy-day,278.16,0.0,0.0,,1006.87,Partly Cloudy,9.16,1507890000,1,13.23,0,19.63,17.24
6.78,0.32,4.54,0.72,partly-cloudy-day,277.88,0.0,0.0,,1007.21,Partly Cloudy,9.25,1507891200,1,13.55,359,17.99,16.83
7.12,0.33,4.19,0.7,partly-cloudy-day,277.61,0.0,0.0,,1007.52,Partly Cloudy,9.37,1507892400,1,12.91,354,16.33,15.24
