apparentTemperature,cloudCover,dewPoint,humidity,icon,ozone,precipIntensity,precipProbability,precipType,pressure,summary,temperature,time,uvIndex,visibility,windBearing,windGust,windSpeed
7.23,0.18,3.47,0.77,clear-day,318.95,0.0,0.0,,1023.93,Clear,7.23,1508500800,1,10.01,339,7.11,3.35
7.11,0.15,3.34,0.77,clear-day,318.4,0.0,0.0,,1023.95,Clear,7.11,1508502000,1,10.01,336,6.42,3.3
6.98,0.12,3.21,0.77,clear-day,317.86,0.0,0.0,,1023.97,Clear,6.98,1508503200,1,10.01,333,5.73,3.27
6.86,0.09,3.08,0.77,clear-day,317.32,0.0,0.0,,1023.99,Clear,6.86,1508504400,0,10.01,330,5.04,3.25
6.49,0.09,2.78,0.77,clear-day,317.1,0.0,0.0,,1024.0,Clear,6.49,1508505600,0,10.01,330,3.64,3.48
6.12,0.09,2.47,0.77,clear-day,316.87,0.0,0.0,,1024.02,Clear,6.12,1508506800,0,10.01,331,2.24,3.7
5.74,0.09,2.17,0.78,clear-day,316.65,0.0,0.0,,1024.03,Clear,5.74,1508508000,0,10.01,331,0.84,3.93
5.4,0.09,2.26,0.8,clear-day,316.49,0.0,0.0,,1024.05,Clear,5.4,1508509200,0,10.01,334,1.29,3.38
5.06,0.09,2.34,0.83,clear-day,316.33,0.0,0.0,,1024.07,Clear,5.06,1508510400,0,10.01,337,1.75,2.86
4.72,0.09,2.41,0.85,clear-night,316.17,0.0,0.0,,1024.08,Clear,4.72,1508511600,0,10.01,342,2.22,2.35
4.28,0.09,2.35,0.87,clear-night,315.93,0.0,0.0,,1024.14,Clear,4.28,1508512800,0,10.01,338,1.77,2.09
3.84,0.09,2.28,0.89,clear-night,315.69,0.0,0.0,,1024.2,Clear,3.84,1508514000,0,10.01,333,1.32,1.83
3.41,0.09,2.19,0.92,clear-night,315.45,0.0,0.0,,1024.25,Clear,3.41,1508515200,0,10.01,326,0.89,1.61
2.87,0.09,1.88,0.93,clear-night,315.27,0.0,0.0,,1024.32,Clear,2.87,1508516400,0,10.01,349,0.95,2.01
2.34,0.09,1.56,0.95,clear-night,315.08,0.0,0.0,,1024.38,Clear,2.34,1508517600,0,10.01,3,1.01,2.62
1.8,0.09,1.23,0.96,clear-night,314.89,0.0,0.0,,1024.44,Clear,1.8,1508518800,0,10.01,11,1.08,3.33
1.44,0.09,0.98,0.97,clear-night,314.21,0.0,0.0,,1024.52,Clear,1.44,1508520000,0,6.94,9,1.26,2.83
1.08,0.09,0.72,0.97,clear-night,313.54,0.0,0.0,,1024.6,Clear,1.08,1508521200,0,3.86,7,1.43,2.35
0.73,0.09,0.46,0.98,fog,312.86,0.0,0.0,,1024.68,Foggy,0.73,1508522400,0,0.8,3,1.59,1.87
0.42,0.3,0.15,0.98,fog,313.19,0.0,0.0,,1024.74,Foggy,0.42,1508523600,0,0.74,6,1.64,1.87
0.1,0.5,-0.16,0.98,fog,313.51,0.0,0.0,,1024.79,Foggy,0.1,1508524800,0,0.66,9,1.69,1.88
-0.21,0.71,-0.47,0.98,fog,313.84,0.0,0.0,,1024.85,Foggy,-0.21,1508526000,0,0.6,12,1.72,1.9
-0.43,0.71,-0.68,0.98,fog,314.49,0.0,0.0,,1024.89,Foggy,-0.43,1508527200,0,0.6,0,1.75,1.75
-0.64,0.71,-0.89,0.98,fog,315.13,0.0,0.0,,1024.94,Foggy,-0.64,1508528400,0,0.6,347,1.77,1.69
-0.86,0.71,-1.09,0.98,fog,315.78,0.0,0.0,,1024.99,Foggy,-0.86,1508529600,0,0.6,334,1.79,1.72
-0.97,0.71,-1.28,0.98,fog,316.35,0.0,0.0,,1025.02,Foggy,-0.97,1508530800,0,0.56,343,2.74,1.96
-1.09,0.71,-1.47,0.97,fog,316.92,0.0,0.0,,1025.05,Foggy,-1.09,1508532000,0,0.53,350,3.7,2.25
-1.21,0.71,-1.66,0.97,fog,317.49,0.0,0.0,,1025.08,Foggy,-1.21,1508533200,0,0.5,356,4.65,2.56
-1.23,0.71,-1.68,0.97,fog,317.92,0.0,0.0,,1025.09,Foggy,-1.23,1508534400,0,0.53,359,3.94,2.33
-1.27,0.71,-1.71,0.97,fog,318.36,0.0,0.0,,1025.09,Foggy,-1.27,1508535600,0,0.56,2,3.25,2.09
-1.29,0.71,-1.73,0.97,fog,318.79,0.0,0.0,,1025.09,Foggy,-1.29,1508536800,0,0.6,7,2.56,1.87
-1.32,0.71,-1.76,0.97,fog,319.17,0.0,0.0,,1025.07,Foggy,-1.32,1508538000,0,0.56,4,2.32,1.85
-1.34,0.71,-1.79,0.97,fog,319.55,0.0,0.0,,1025.05,Foggy,-1.34,1508539200,0,0.53,1,2.09,1.83
-1.37,0.71,-1.83,0.97,fog,319.93,0.0,0.0,,1025.03,Foggy,-1.37,1508540400,0,0.5,359,1.85,1.82
-1.51,0.71,-1.89,0.97,fog,320.21,0.0,0.0,,1024.99,Foggy,-1.51,1508541600,0,0.47,353,1.88,1.77
-1.64,0.71,-1.94,0.98,fog,320.5,0.0,0.0,,1024.94,Foggy,-1.64,1508542800,0,0.43,347,1.92,1.75
-1.77,0.71,-2.0,0.98,fog,320.78,0.0,0.0,,1024.89,Foggy,-1.77,1508544000,0,0.4,341,1.95,1.75
-1.88,0.71,-2.19,0.98,fog,320.83,0.0,0.0,,1024.88,Foggy,-1.88,1508545200,0,0.5,342,1.96,1.75
-2.0,0.71,-2.38,0.97,fog,320.89,0.0,0.0,,1024.87,Foggy,-2.0,1508546400,0,0.6,342,1.96,1.75
-2.12,0.71,-2.57,0.97,fog,320.94,0.0,0.0,,1024.86,Foggy,-2.12,1508547600,0,0.69,342,1.98,1.74
-2.14,0.71,-2.6,0.97,fog,320.88,0.0,0.0,,1024.85,Foggy,-2.14,1508548800,0,0.77,341,1.98,1.96
-2.17,0.71,-2.63,0.97,fog,320.81,0.0,0.0,,1024.85,Foggy,-2.17,1508550000,0,0.84,340,2.0,2.2
-2.19,0.71,-2.66,0.97,fog,320.75,0.0,0.0,,1024.84,Foggy,-2.19,1508551200,0,0.9,339,2.0,2.43
-2.32,0.53,-2.78,0.97,fog,320.58,0.0,0.0,,1024.84,Foggy,-2.32,1508552400,0,1.43,340,2.01,2.19
-2.46,0.35,-2.92,0.97,fog,320.41,0.0,0.0,,1024.84,Foggy,-2.46,1508553600,0,1.96,342,2.01,1.95
-2.58,0.18,-3.05,0.97,fog,320.25,0.0,0.0,,1024.84,Foggy,-2.58,1508554800,0,2.49,344,2.01,1.71
-2.71,0.3,-3.09,0.97,partly-cloudy-night,319.95,0.0,0.0,,1024.86,Partly Cloudy,-2.71,1508556000,0,5.01,338,2.03,1.92
-2.82,0.41,-3.13,0.98,partly-cloudy-night,319.65,0.0,0.0,,1024.88,Partly Cloudy,-2.82,1508557200,0,7.5,334,2.04,2.12
-2.94,0.53,-3.18,0.98,partly-cloudy-night,319.35,0.0,0.0,,1024.89,Partly Cloudy,-2.94,1508558400,0,10.01,330,2.06,2.35
-2.69,0.38,-3.01,0.98,partly-cloudy-night,318.99,0.0,0.0,,1024.92,Partly Cloudy,-2.69,1508559600,0,10.01,334,2.06,2.14
-2.44,0.24,-2.83,0.97,clear-night,318.63,0.0,0.0,,1024.94,Clear,-2.44,1508560800,0,10.01,339,2.08,1.93
-2.19,0.09,-2.66,0.97,clear-night,318.27,0.0,0.0,,1024.97,Clear,-2.19,1508562000,0,10.01,344,2.09,1.74
-2.26,0.09,-2.64,0.97,clear-night,317.01,0.0,0.0,,1024.96,Clear,-2.26,1508563200,0,10.01,342,2.03,1.96
-2.32,0.09,-2.63,0.98,clear-day,315.75,0.0,0.0,,1024.95,Clear,-2.32,1508564400,0,10.01,341,1.98,2.19
-2.38,0.09,-2.62,0.98,clear-day,314.48,0.0,0.0,,1024.93,Clear,-2.38,1508565600,0,10.01,340,1.92,2.43
-2.05,0.09,-2.28,0.98,clear-day,314.38,0.0,0.0,,1024.94,Clear,-2.05,1508566800,0,10.01,331,1.88,2.29
-1.73,0.09,-1.95,0.98,clear-day,314.28,0.0,0.0,,1024.94,Clear,-1.73,1508568000,0,10.01,322,1.87,2.22
-1.41,0.09,-1.62,0.98,clear-day,314.18,0.0,0.0,,1024.94,Clear,-1.41,1508569200,0,10.01,312,1.83,2.2
-0.97,0.09,-1.19,0.98,clear-day,314.31,0.0,0.0,,1024.94,Clear,-0.97,1508570400,1,10.01,312,1.8,2.19
-0.52,0.09,-0.76,0.98,clear-day,314.43,0.0,0.0,,1024.94,Clear,-0.52,1508571600,1,10.01,312,1.79,2.19
-0.08,0.09,-0.32,0.98,clear-day,314.55,0.0,0.0,,1024.93,Clear,-0.08,1508572800,1,10.01,312,1.75,2.19
0.52,0.09,0.29,0.98,clear-day,314.55,0.0,0.0,,1024.91,Clear,0.52,1508574000,1,10.01,325,1.95,2.17
1.13,0.09,0.9,0.98,clear-day,314.55,0.0,0.0,,1024.88,Clear,1.13,1508575200,1,10.01,337,2.16,2.25
1.73,0.09,1.51,0.98,clear-day,314.55,0.0,0.0,,1024.86,Clear,1.73,1508576400,1,10.01,348,2.35,2.45
2.41,0.09,2.06,0.98,clear-day,314.25,0.0,0.0,,1024.81,Clear,2.41,1508577600,1,10.01,357,2.24,1.98
3.08,0.09,2.61,0.97,clear-day,313.94,0.0,0.0,,1024.76,Clear,3.08,1508578800,1,10.01,11,2.12,1.58
3.76,0.09,3.14,0.96,clear-day,313.64,0.0,0.0,,1024.72,Clear,3.76,1508580000,1,10.01,32,2.01,1.34
4.32,0.09,3.03,0.91,clear-day,313.19,0.0,0.0,,1024.66,Clear,4.32,1508581200,1,10.01,31,3.27,1.27
4.87,0.09,2.88,0.87,clear-day,312.74,0.0,0.0,,1024.59,Clear,4.87,1508582400,1,10.01,30,4.52,1.22
5.43,0.09,2.69,0.83,clear-day,312.29,0.0,0.0,,1024.53,Clear,5.43,1508583600,1,10.01,30,5.79,1.16
5.44,0.09,2.59,0.82,clear-day,311.09,0.0,0.0,,1024.4,Clear,5.44,1508584800,1,10.01,28,6.24,2.96
5.46,0.09,2.49,0.81,clear-day,309.88,0.0,0.0,,1024.27,Clear,5.46,1508586000,1,10.01,27,6.71,4.78
4.09,0.09,2.39,0.81,clear-day,308.67,0.0,0.0,,1024.14,Clear,5.47,1508587200,1,10.01,27,7.16,6.58
3.85,0.09,2.24,0.81,clear-day,308.38,0.0,0.0,,1024.07,Clear,5.15,1508588400,1,10.01,20,8.53,6.18
3.58,0.09,2.09,0.82,clear-day,308.09,0.0,0.0,,1024.0,Clear,4.83,1508589600,1,10.01,12,9.9,5.89
3.27,0.09,1.93,0.83,clear-day,307.8,0.0,0.0,,1023.93,Clear,4.51,1508590800,0,10.01,4,11.27,5.71
3.09,0.09,1.89,0.85,clear-day,307.66,0.0,0.0,,1023.87,Clear,4.18,1508592000,0,10.01,2,9.04,5.2
3.85,0.09,1.83,0.87,clear-day,307.52,0.0,0.0,,1023.82,Clear,3.85,1508593200,0,10.01,0,6.81,4.68
3.52,0.09,1.78,0.88,clear-day,307.38,0.0,0.0,,1023.77,Clear,3.52,1508594400,0,10.01,358,4.59,4.18
3.0,0.09,1.56,0.9,clear-day,307.19,0.0,0.0,,1023.72,Clear,3.0,1508595600,0,10.01,347,3.62,3.93
2.47,0.09,1.33,0.92,clear-day,307.0,0.0,0.0,,1023.67,Clear,2.47,1508596800,0,10.01,335,2.67,3.83
1.95,0.09,1.11,0.94,clear-night,306.8,0.0,0.0,,1023.61,Clear,1.95,1508598000,0,10.01,323,1.71,3.91
1.62,0.12,0.97,0.95,clear-night,306.48,0.0,0.0,,1023.6,Clear,1.62,1508599200,0,7.16,320,2.67,4.06
1.29,0.15,0.84,0.97,clear-night,306.16,0.0,0.0,,1023.58,Clear,1.29,1508600400,0,4.33,318,3.64,4.2
0.97,0.18,0.7,0.98,fog,305.84,0.0,0.0,,1023.57,Foggy,0.97,1508601600,0,1.5,316,4.6,4.36
0.8,0.36,0.46,0.98,fog,305.45,0.0,0.0,,1023.57,Foggy,0.8,1508602800,0,1.06,319,5.5,4.14
0.63,0.53,0.22,0.97,fog,305.05,0.0,0.0,,1023.57,Foggy,0.63,1508604000,0,0.63,322,6.41,3.91
0.45,0.71,-0.02,0.97,fog,304.66,0.0,0.0,,1023.57,Foggy,0.45,1508605200,0,0.19,326,7.29,3.7
0.32,0.71,-0.07,0.97,fog,303.11,0.0,0.0,,1023.55,Foggy,0.32,1508606400,0,0.18,333,6.31,3.54
0.18,0.71,-0.12,0.98,fog,301.56,0.0,0.0,,1023.52,Foggy,0.18,1508607600,0,0.16,341,5.33,3.43
0.05,0.71,-0.17,0.98,fog,300.02,0.0,0.0,,1023.5,Foggy,0.05,1508608800,0,0.14,349,4.35,3.38
-0.15,0.71,-0.37,0.98,fog,299.65,0.0,0.0,,1023.48,Foggy,-0.15,1508610000,0,0.16,346,4.43,3.78
-0.35,0.71,-0.57,0.98,fog,299.28,0.0,0.0,,1023.47,Foggy,-0.35,1508611200,0,0.18,343,4.51,4.18
-0.55,0.71,-0.77,0.98,fog,298.91,0.0,0.0,,1023.45,Foggy,-0.55,1508612400,0,0.19,340,4.6,4.6
-0.58,0.71,-0.8,0.98,fog,298.71,0.0,0.0,,1023.41,Foggy,-0.58,1508613600,0,0.23,334,3.93,4.41
-0.61,0.71,-0.83,0.98,fog,298.5,0.0,0.0,,1023.36,Foggy,-0.61,1508614800,0,0.27,328,3.25,4.25
-0.63,0.71,-0.87,0.98,fog,298.3,0.0,0.0,,1023.32,Foggy,-0.63,1508616000,0,0.31,321,2.59,4.15
-0.67,0.71,-0.97,0.98,fog,298.08,0.0,0.0,,1023.28,Foggy,-0.67,1508617200,0,0.32,324,3.33,3.91
-0.69,0.71,-1.07,0.97,fog,297.86,0.0,0.0,,1023.25,Foggy,-0.69,1508618400,0,0.34,327,4.06,3.69
-0.73,0.71,-1.16,0.97,fog,297.64,0.0,0.0,,1023.21,Foggy,-0.73,1508619600,0,0.35,330,4.8,3.48
-0.92,0.71,-1.28,0.97,fog,297.33,0.0,0.0,,1023.15,Foggy,-0.92,1508620800,0,0.32,320,4.36,3.62
-1.11,0.71,-1.39,0.98,fog,297.03,0.0,0.0,,1023.1,Foggy,-1.11,1508622000,0,0.29,311,3.93,3.86
-1.29,0.71,-1.51,0.98,fog,296.72,0.0,0.0,,1023.05,Foggy,-1.29,1508623200,0,0.24,303,3.49,4.18
-1.29,0.71,-1.51,0.98,fog,296.42,0.0,0.0,,1022.99,Foggy,-1.29,1508624400,0,0.31,317,4.99,3.96
-1.29,0.71,-1.51,0.98,fog,296.12,0.0,0.0,,1022.94,Foggy,-1.29,1508625600,0,0.35,331,6.5,3.98
-1.29,0.71,-1.51,0.98,fog,295.82,0.0,0.0,,1022.88,Foggy,-1.29,1508626800,0,0.4,345,8.0,4.22
-1.29,0.71,-1.58,0.98,fog,295.58,0.0,0.0,,1022.82,Foggy,-1.29,1508628000,0,0.39,331,7.84,3.83
-1.29,0.71,-1.65,0.97,fog,295.34,0.0,0.0,,1022.76,Foggy,-1.29,1508629200,0,0.37,315,7.68,3.72
-1.29,0.71,-1.73,0.97,fog,295.1,0.0,0.0,,1022.7,Foggy,-1.29,1508630400,0,0.35,299,7.52,3.88
-1.35,0.71,-1.71,0.97,fog,294.82,0.0,0.0,,1022.65,Foggy,-1.35,1508631600,0,0.5,311,6.57,4.14
-1.41,0.71,-1.7,0.98,fog,294.54,0.0,0.0,,1022.59,Foggy,-1.41,1508632800,0,0.64,322,5.6,4.54
-3.27,0.71,-1.68,0.98,fog,294.26,0.0,0.0,,1022.53,Foggy,-1.47,1508634000,0,0.8,330,4.65,5.05
-1.17,0.71,-1.46,0.98,fog,293.96,0.0,0.0,,1022.47,Foggy,-1.17,1508635200,0,0.8,321,4.04,3.98
-0.86,0.71,-1.22,0.97,fog,293.65,0.0,0.0,,1022.41,Foggy,-0.86,1508636400,0,0.8,307,3.43,3.07
-0.56,0.71,-0.99,0.97,fog,293.35,0.0,0.0,,1022.36,Foggy,-0.56,1508637600,0,0.8,283,2.8,2.49
-0.58,0.71,-1.02,0.97,fog,293.11,0.0,0.0,,1022.29,Foggy,-0.58,1508638800,0,0.84,289,2.8,2.8
-0.61,0.71,-1.04,0.97,fog,292.87,0.0,0.0,,1022.23,Foggy,-0.61,1508640000,0,0.87,293,2.8,3.14
-0.64,0.71,-1.07,0.97,fog,292.64,0.0,0.0,,1022.16,Foggy,-0.64,1508641200,0,0.9,297,2.78,3.48
-0.58,0.53,-0.93,0.97,partly-cloudy-night,292.49,0.0,0.0,,1022.08,Partly Cloudy,-0.58,1508642400,0,3.93,303,3.28,3.72
-0.53,0.36,-0.8,0.98,partly-cloudy-night,292.35,0.0,0.0,,1022.0,Partly Cloudy,-0.53,1508643600,0,6.97,309,3.77,4.01
-0.47,0.18,-0.66,0.99,clear-night,292.21,0.0,0.0,,1021.93,Clear,-0.47,1508644800,0,10.01,314,4.25,4.31
-0.81,0.15,-1.01,0.99,clear-night,292.12,0.0,0.0,,1021.84,Clear,-0.81,1508646000,0,10.01,312,3.81,4.06
-1.14,0.12,-1.35,0.98,clear-night,292.03,0.0,0.0,,1021.75,Clear,-1.14,1508647200,0,10.01,309,3.36,3.78
-1.48,0.09,-1.69,0.98,clear-night,291.94,0.0,0.0,,1021.66,Clear,-1.48,1508648400,0,10.01,306,2.91,3.54
-1.49,0.09,-1.71,0.98,clear-night,291.03,0.0,0.0,,1021.57,Clear,-1.49,1508649600,0,10.01,311,2.96,3.23
-1.5,0.09,-1.72,0.98,clear-day,290.13,0.0,0.0,,1021.48,Clear,-1.5,1508650800,0,10.01,317,3.01,2.98
-1.52,0.09,-1.73,0.98,clear-day,289.22,0.0,0.0,,1021.4,Clear,-1.52,1508652000,0,10.01,325,3.06,2.75
-1.08,0.09,-1.63,0.96,clear-day,289.38,0.0,0.0,,1021.34,Clear,-1.08,1508653200,0,10.01,320,3.64,3.49
-0.64,0.09,-1.53,0.94,clear-day,289.55,0.0,0.0,,1021.29,Clear,-0.64,1508654400,0,10.01,316,4.22,4.23
-1.81,0.09,-1.46,0.91,clear-day,289.71,0.0,0.0,,1021.23,Clear,-0.21,1508655600,0,10.01,314,4.8,4.99
-1.39,0.12,-1.04,0.92,clear-day,290.06,0.0,0.0,,1021.18,Clear,0.14,1508656800,1,10.01,311,5.84,4.96
-0.99,0.15,-0.63,0.92,clear-day,290.42,0.0,0.0,,1021.14,Clear,0.49,1508658000,1,10.01,308,6.89,4.92
-0.59,0.18,-0.22,0.93,clear-day,290.78,0.0,0.0,,1021.09,Clear,0.83,1508659200,1,10.01,305,7.93,4.92
1.11,0.29,0.05,0.93,partly-cloudy-day,291.09,0.0,0.0,,1021.03,Partly Cloudy,1.11,1508660400,1,10.01,301,7.31,4.7
1.37,0.41,0.32,0.93,partly-cloudy-day,291.39,0.0,0.0,,1020.98,Partly Cloudy,1.37,1508661600,1,10.01,296,6.69,4.51
1.64,0.53,0.59,0.93,partly-cloudy-day,291.7,0.0,0.0,,1020.92,Partly Cloudy,1.64,1508662800,1,10.01,292,6.08,4.33
1.89,0.38,0.69,0.92,partly-cloudy-day,291.87,0.0,0.0,,1020.86,Partly Cloudy,1.89,1508664000,1,10.01,295,6.66,4.43
2.14,0.24,0.79,0.91,clear-day,292.05,0.0,0.0,,1020.79,Clear,2.14,1508665200,1,10.01,299,7.24,4.54
2.38,0.09,0.89,0.9,clear-day,292.22,0.0,0.0,,1020.73,Clear,2.38,1508666400,1,10.01,302,7.81,4.67
1.35,0.12,0.92,0.89,clear-day,292.33,0.0,0.0,,1020.66,Clear,2.6,1508667600,1,10.01,307,8.64,5.05
1.43,0.15,0.95,0.87,clear-day,292.43,0.0,0.0,,1020.58,Clear,2.82,1508668800,1,10.01,311,9.48,5.49
1.51,0.19,0.98,0.86,clear-day,292.54,0.0,0.0,,1020.51,Clear,3.04,1508670000,1,10.01,315,10.32,5.94
1.22,0.31,0.86,0.86,partly-cloudy-day,291.09,0.0,0.0,,1020.46,Partly Cloudy,2.98,1508671200,1,10.01,325,11.22,6.55
0.9,0.44,0.74,0.86,partly-cloudy-day,289.63,0.0,0.0,,1020.41,Partly Cloudy,2.92,1508672400,1,10.01,334,12.12,7.34
0.57,0.56,0.63,0.85,partly-cloudy-day,288.18,0.0,0.0,,1020.35,Partly Cloudy,2.86,1508673600,1,10.01,340,13.02,8.24
0.79,0.46,0.44,0.84,partly-cloudy-day,287.76,0.0,0.0,,1020.31,Partly Cloudy,2.84,1508674800,1,10.01,338,12.36,7.37
1.04,0.36,0.24,0.83,partly-cloudy-day,287.33,0.0,0.0,,1020.27,Partly Cloudy,2.82,1508676000,0,10.01,336,11.68,6.52
1.33,0.26,0.04,0.82,partly-cloudy-day,286.91,0.0,0.0,,1020.22,Partly Cloudy,2.79,1508677200,0,10.01,333,11.01,5.66
1.51,0.4,0.19,0.83,partly-cloudy-day,286.5,0.0,0.0,,1020.19,Partly Cloudy,2.85,1508678400,0,10.01,333,10.38,5.38
1.69,0.54,0.33,0.83,partly-cloudy-day,286.1,0.0,0.0,,1020.16,Partly Cloudy,2.91,1508679600,0,10.01,333,9.74,5.07
2.96,0.68,0.47,0.84,partly-cloudy-day,285.7,0.0,0.0,,1020.13,Mostly Cloudy,2.96,1508680800,0,10.01,333,9.09,4.78
1.69,0.58,0.56,0.85,partly-cloudy-day,285.33,0.0,0.0,,1020.12,Partly Cloudy,2.87,1508682000,0,10.01,330,8.42,4.99
1.5,0.47,0.64,0.86,partly-cloudy-day,284.96,0.0,0.0,,1020.12,Partly Cloudy,2.79,1508683200,0,10.01,327,7.72,5.21
1.31,0.37,0.72,0.87,partly-cloudy-night,284.6,0.0,0.0,,1020.11,Partly Cloudy,2.7,1508684400,0,10.01,325,7.05,5.46
1.29,0.49,0.71,0.88,partly-cloudy-night,284.31,0.0,0.0,,1020.14,Partly Cloudy,2.56,1508685600,0,10.01,325,6.0,5.07
2.41,0.6,0.69,0.88,partly-cloudy-night,284.03,0.0,0.0,,1020.16,Mostly Cloudy,2.41,1508686800,0,10.01,326,4.97,4.68
2.26,0.72,0.68,0.89,partly-cloudy-night,283.74,0.0,0.0,,1020.19,Mostly Cloudy,2.26,1508688000,0,10.01,326,3.94,4.3
1.89,0.59,0.52,0.91,partly-cloudy-night,283.5,0.0,0.0,,1020.24,Partly Cloudy,1.89,1508689200,0,10.01,330,4.33,4.54
1.53,0.46,0.37,0.92,partly-cloudy-night,283.25,0.0,0.0,,1020.3,Partly Cloudy,1.53,1508690400,0,10.01,333,4.73,4.78
-0.27,0.33,0.2,0.93,partly-cloudy-night,283.01,0.0,0.0,,1020.35,Partly Cloudy,1.17,1508691600,0,10.01,335,5.12,5.04
-0.56,0.29,0.09,0.94,partly-cloudy-night,283.07,0.0,0.0,,1020.4,Partly Cloudy,0.89,1508692800,0,10.01,341,4.88,5.01
-0.88,0.25,-0.03,0.95,partly-cloudy-night,283.14,0.0,0.0,,1020.44,Partly Cloudy,0.62,1508694000,0,10.01,347,4.62,5.04
-1.23,0.21,-0.15,0.96,clear-night,283.2,0.0,0.0,,1020.49,Clear,0.34,1508695200,0,10.01,353,4.38,5.1
-1.32,0.2,-0.26,0.97,clear-night,282.99,0.0,0.0,,1020.57,Clear,0.16,1508696400,0,10.01,351,4.44,4.84
-0.04,0.19,-0.36,0.98,clear-night,282.78,0.0,0.0,,1020.65,Clear,-0.04,1508697600,0,10.01,349,4.49,4.57
-0.23,0.18,-0.47,0.98,clear-night,282.57,0.0,0.0,,1020.72,Clear,-0.23,1508698800,0,10.01,347,4.55,4.31
-0.15,0.18,-0.46,0.98,clear-night,282.31,0.0,0.0,,1020.83,Clear,-0.15,1508700000,0,10.01,344,5.13,4.26
-0.07,0.19,-0.44,0.97,clear-night,282.05,0.0,0.0,,1020.93,Clear,-0.07,1508701200,0,10.01,342,5.73,4.23
0.02,0.19,-0.43,0.97,clear-night,281.79,0.0,0.0,,1021.04,Clear,0.02,1508702400,0,10.01,339,6.32,4.22
0.04,0.17,-0.41,0.97,clear-night,281.53,0.0,0.0,,1021.14,Clear,0.04,1508703600,0,10.01,341,5.36,3.44
0.08,0.14,-0.37,0.97,clear-night,281.28,0.0,0.0,,1021.25,Clear,0.08,1508704800,0,10.01,344,4.39,2.69
0.11,0.12,-0.34,0.97,clear-night,281.02,0.0,0.0,,1021.36,Clear,0.11,1508706000,0,10.01,351,3.44,1.95
0.14,0.12,-0.24,0.97,clear-night,280.8,0.0,0.0,,1021.48,Clear,0.14,1508707200,0,10.01,340,3.93,1.96
0.17,0.12,-0.14,0.98,clear-night,280.58,0.0,0.0,,1021.59,Clear,0.17,1508708400,0,10.01,331,4.43,2.06
0.21,0.11,-0.04,0.98,clear-night,280.35,0.0,0.0,,1021.71,Clear,0.21,1508709600,0,10.01,322,4.92,2.19
0.28,0.11,-0.03,0.98,clear-night,280.12,0.0,0.0,,1021.84,Clear,0.28,1508710800,0,10.01,325,5.2,2.33
0.36,0.11,-0.02,0.97,clear-night,279.88,0.0,0.0,,1021.97,Clear,0.36,1508712000,0,10.01,329,5.49,2.49
0.44,0.11,-0.02,0.97,clear-night,279.64,0.0,0.0,,1022.09,Clear,0.44,1508713200,0,10.01,332,5.76,2.64
0.44,0.11,-0.02,0.97,clear-night,278.68,0.0,0.0,,1022.1,Clear,0.44,1508714400,0,10.01,336,5.13,2.37
0.44,0.11,-0.03,0.97,clear-night,277.73,0.0,0.0,,1022.1,Clear,0.44,1508715600,0,10.01,342,4.51,2.12
0.44,0.11,-0.03,0.97,clear-night,276.77,0.0,0.0,,1022.1,Clear,0.44,1508716800,0,10.01,349,3.88,1.88
0.58,0.12,0.19,0.97,clear-night,276.09,0.0,0.0,,1022.18,Clear,0.58,1508718000,0,10.01,4,3.77,2.12
0.73,0.12,0.43,0.98,clear-night,275.41,0.0,0.0,,1022.26,Clear,0.73,1508719200,0,10.01,16,3.64,2.48
0.88,0.12,0.66,0.98,clear-night,274.73,0.0,0.0,,1022.35,Clear,0.88,1508720400,0,10.01,24,3.52,2.9
0.95,0.13,0.65,0.98,clear-night,273.97,0.0,0.0,,1022.43,Clear,0.95,1508721600,0,10.01,24,3.65,3.69
1.02,0.13,0.64,0.97,clear-night,273.22,0.0,0.0,,1022.52,Clear,1.02,1508722800,0,10.01,23,3.78,4.46
-0.44,0.13,0.63,0.97,clear-night,272.47,0.0,0.0,,1022.61,Clear,1.09,1508724000,0,10.01,23,3.91,5.25
-0.51,0.13,0.63,0.97,clear-night,271.86,0.0,0.0,,1022.72,Clear,1.12,1508725200,0,10.01,27,4.25,5.49
-0.59,0.14,0.63,0.96,clear-night,271.24,0.0,0.0,,1022.84,Clear,1.15,1508726400,0,10.01,30,4.59,5.76
-0.67,0.14,0.63,0.96,clear-night,270.63,0.0,0.0,,1022.96,Clear,1.18,1508727600,0,10.01,33,4.94,6.04
-0.9,0.14,0.23,0.94,clear-night,270.18,0.0,0.0,,1023.14,Clear,1.02,1508728800,0,10.01,36,6.66,6.16
-1.14,0.14,-0.17,0.93,clear-night,269.73,0.0,0.0,,1023.32,Clear,0.86,1508730000,0,10.01,40,8.4,6.31
-1.39,0.14,-0.57,0.91,clear-night,269.28,0.0,0.0,,1023.5,Clear,0.69,1508731200,0,10.01,43,10.12,6.49
-1.56,0.14,-0.73,0.91,clear-night,268.95,0.0,0.0,,1023.7,Clear,0.63,1508732400,0,10.01,44,10.12,6.74
-1.72,0.13,-0.89,0.9,clear-night,268.63,0.0,0.0,,1023.9,Clear,0.57,1508733600,0,10.01,45,10.11,6.98
-1.87,0.13,-1.04,0.89,clear-night,268.3,0.0,0.0,,1024.1,Clear,0.51,1508734800,0,10.01,46,10.11,7.24
